,Weight Class,Victory Type (L),Victory Type (S),Winner Score,Loser Score,Winner First Name,Winner Last Name,Winner School (L),Winner School (S),Loser First Name,Loser Last Name,Loser School (L),Loser School (S),Unknown (Seed?),Round,Event Name,Event ID,Event Order (1=newest),Winner Full Name,Loser Full Name
8725,106,Fall,Fall,0,0,Lawrence,Fong,Benjamin Cardozo HS - PSAL,BCHP,Jesse,Galarza,William C. Bryant-PSAL,WCBP,2,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Lawrence Fong,Jesse Galarza
8726,106,Medical Forfeit,M. For.,0,0,Jesse,Galarza,William C. Bryant-PSAL,WCBP,Eitan,Kats,Francis Lewis-PSAL,FLP,2,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Jesse Galarza,Eitan Kats
8727,106,Fall,Fall,0,0,Jesse,Galarza,William C. Bryant-PSAL,WCBP,Donyor,Hasanov,Forest Hills HS - PSAL,FHHP,2,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Jesse Galarza,Donyor Hasanov
8728,113,Decision,Dec,12,7,Zhen,Yu,Benjamin Cardozo HS - PSAL,BCHP,Chhewang,Sherpa,William C. Bryant-PSAL,WCBP,3,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Zhen Yu,Chhewang Sherpa
8729,113,Decision,Dec,7,0,Chhewang,Sherpa,William C. Bryant-PSAL,WCBP,,,,,3,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Chhewang Sherpa,
8730,113,Fall,Fall,0,0,Chhewang,Sherpa,William C. Bryant-PSAL,WCBP,Devin,Acevedo,Grover Cleveland-PSAL,GCP,3,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Chhewang Sherpa,Devin Acevedo
8731,120,Decision,Dec,2,9,Nicolas,Roxas,Benjamin Cardozo HS - PSAL,BCHP,David,Galarza,William C. Bryant-PSAL,WCBP,4,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Nicolas Roxas,David Galarza
8732,120,Fall,Fall,0,0,Botensky,Bauzile,Thomas Edison-PSAL,TEP,David,Galarza,William C. Bryant-PSAL,WCBP,4,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Botensky Bauzile,David Galarza
8733,120,Fall,Fall,0,0,David,Galarza,William C. Bryant-PSAL,WCBP,Adriano,Figueroa,Aviation-PSAL,AVPS,4,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,David Galarza,Adriano Figueroa
8734,132,Fall,Fall,0,0,Ashtin,Reich,Benjamin Cardozo HS - PSAL,BCHP,Juanpaul,Mcwilliams,William C. Bryant-PSAL,WCBP,6,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Ashtin Reich,Juanpaul Mcwilliams
8735,132,Fall,Fall,0,0,Juanpaul,Mcwilliams,William C. Bryant-PSAL,WCBP,Matthew,Shivechayan,John Bowne-PSAL,JBP,6,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Juanpaul Mcwilliams,Matthew Shivechayan
8736,132,Decision,Dec,7,0,Juanpaul,Mcwilliams,William C. Bryant-PSAL,WCBP,Hong,Cao,Francis Lewis-PSAL,FLP,6,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Juanpaul Mcwilliams,Hong Cao
8737,132,Fall,Fall,0,0,Juanpaul,Mcwilliams,William C. Bryant-PSAL,WCBP,Ahnaf,Timoy,Jamaica  - PSAL,JAPS,6,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Juanpaul Mcwilliams,Ahnaf Timoy
8738,138,Decision,Dec,6,2,Albiery,Carpio,William C. Bryant-PSAL,WCBP,Kevin,Clavijo,Aviation-PSAL,AVPS,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Albiery Carpio,Kevin Clavijo
8739,138,Fall,Fall,0,0,Albiery,Carpio,William C. Bryant-PSAL,WCBP,Esteban,Yax,Flushing-PSAL,FLPS,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Albiery Carpio,Esteban Yax
8740,138,Fall,Fall,0,0,Albiery,Carpio,William C. Bryant-PSAL,WCBP,Matthew,Algenio,Townsend Harris-PSAL,THP,7,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Albiery Carpio,Matthew Algenio
8741,145,Fall,Fall,0,0,Aziz,Makhmudov,Metropolitan Campus - PSAL,MCP,Nicholas,Rodriguez,William C. Bryant-PSAL,WCBP,8,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Aziz Makhmudov,Nicholas Rodriguez
8742,145,Fall,Fall,0,0,Nicholas,Rodriguez,William C. Bryant-PSAL,WCBP,Joshua,Diaz,Maspeth - PSAL,MAPS,8,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Nicholas Rodriguez,Joshua Diaz
8743,160,Fall,Fall,0,0,Wally,Rakin,Long Island City-PSAL,LICP,Alaa,Elkerm,William C. Bryant-PSAL,WCBP,10,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Wally Rakin,Alaa Elkerm
8744,160,Fall,Fall,0,0,Alaa,Elkerm,William C. Bryant-PSAL,WCBP,Gavin,Ozoria,Flushing-PSAL,FLPS,10,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Alaa Elkerm,Gavin Ozoria
8745,160,Fall,Fall,0,0,Alaa,Elkerm,William C. Bryant-PSAL,WCBP,Amir,Kovazoda,Aviation-PSAL,AVPS,10,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Alaa Elkerm,Amir Kovazoda
8746,160,Fall,Fall,0,0,Alaa,Elkerm,William C. Bryant-PSAL,WCBP,Luis,Mejia,Jamaica  - PSAL,JAPS,10,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Alaa Elkerm,Luis Mejia
8747,170,Fall,Fall,0,0,Mehmet,Vardal,William C. Bryant-PSAL,WCBP,Roger,Huggins,Jamaica  - PSAL,JAPS,11,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Mehmet Vardal,Roger Huggins
8748,170,Fall,Fall,0,0,Mehmet,Vardal,William C. Bryant-PSAL,WCBP,Tyrique,Burrell,Long Island City-PSAL,LICP,11,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Mehmet Vardal,Tyrique Burrell
8749,182,Decision,Dec,7,8,Brandon,Lee,Benjamin Cardozo HS - PSAL,BCHP,Jeremy,Larrea,William C. Bryant-PSAL,WCBP,12,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Brandon Lee,Jeremy Larrea
8750,182,Fall,Fall,0,0,Jeremy,Larrea,William C. Bryant-PSAL,WCBP,Keelan,Kelly,Maspeth - PSAL,MAPS,12,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Jeremy Larrea,Keelan Kelly
8751,182,Decision,Dec,3,2,Jeremy,Larrea,William C. Bryant-PSAL,WCBP,,,,,12,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Jeremy Larrea,
8752,182,Fall,Fall,0,0,Jeremy,Larrea,William C. Bryant-PSAL,WCBP,Phuntsok,Yolmo,Aviation-PSAL,AVPS,12,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Jeremy Larrea,Phuntsok Yolmo
8753,182,Decision,Dec,8,7,Jeremy,Larrea,William C. Bryant-PSAL,WCBP,Erick,Mergiu,Aviation-PSAL,AVPS,12,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Jeremy Larrea,Erick Mergiu
8754,195,Fall,Fall,0,0,Simon,Camelo,William C. Bryant-PSAL,WCBP,Kaden,Scott-Archer,Jamaica  - PSAL,JAPS,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Simon Camelo,Kaden Scott-Archer
8755,195,Fall,Fall,0,0,Simon,Camelo,William C. Bryant-PSAL,WCBP,Fernando,Rodriguez,Robert F. Kennedy-PSAL,RFKP,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Simon Camelo,Fernando Rodriguez
8756,195,Fall,Fall,0,0,Simon,Camelo,William C. Bryant-PSAL,WCBP,Alejandro,Colon,Hillcrest-PSAL,HIPS,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Simon Camelo,Alejandro Colon
8757,195,Fall,Fall,0,0,Simon,Camelo,William C. Bryant-PSAL,WCBP,,,,,13,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Simon Camelo,
8758,220,Fall,Fall,0,0,Ulaan,Hyder,Thomas Edison-PSAL,TEP,Jevin,Torres,William C. Bryant-PSAL,WCBP,14,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Ulaan Hyder,Jevin Torres
8759,220,Fall,Fall,0,0,Jevin,Torres,William C. Bryant-PSAL,WCBP,John,Castillo,Information Technology -PSAL,ITP,14,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Jevin Torres,John Castillo
8760,220,Major Decision,MD,4,12,Jevin,Torres,William C. Bryant-PSAL,WCBP,Anekin,Salavarria,Metropolitan Campus - PSAL,MCP,14,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Jevin Torres,Anekin Salavarria
8761,220,Fall,Fall,0,0,Jevin,Torres,William C. Bryant-PSAL,WCBP,Giancarlo,Catarine,Metropolitan Campus - PSAL,MCP,14,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Jevin Torres,Giancarlo Catarine
8762,285,Decision,Dec,2,4,Ryan,Kim,Benjamin Cardozo HS - PSAL,BCHP,Edwin,Deleon,William C. Bryant-PSAL,WCBP,15,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Ryan Kim,Edwin Deleon
8763,285,Fall,Fall,0,0,Edwin,Deleon,William C. Bryant-PSAL,WCBP,Robert,Miller,Robert F. Kennedy-PSAL,RFKP,15,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Edwin Deleon,Robert Miller
8764,285,Fall,Fall,0,0,Edwin,Deleon,William C. Bryant-PSAL,WCBP,Jake,Richardson,Forest Hills HS - PSAL,FHHP,15,,QUEENS BOROUGH CHAMPIONSHIPS,4998173132,378,Edwin Deleon,Jake Richardson
8765,99,Decision,Dec,6,9,Kyle,Taube,Bay Shore Sr HS,BSSH,Jesse,Guise,Ward Melville Sr High,WMSH,1,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Kyle Taube,Jesse Guise
8766,106,Bye,Bye,0,0,Elijah,Rivera,Bay Shore Sr HS,BSSH,,,,,2,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Elijah Rivera,
8767,106,Fall,Fall,4,0,Elijah,Rivera,Bay Shore Sr HS,BSSH,Jake,Laplaca,Connetquot,CONN,2,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Elijah Rivera,Jake Laplaca
8768,106,Fall,Fall,5,0,Elijah,Rivera,Bay Shore Sr HS,BSSH,Xavier,Moore,Riverhead Sr HS,RSH,2,Semifinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Elijah Rivera,Xavier Moore
8769,106,Decision,Dec,10,4,Elijah,Rivera,Bay Shore Sr HS,BSSH,Joseph,O`Neill,Ward Melville Sr High,WMSH,2,1st Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Elijah Rivera,Joseph O`Neill
8770,120,Injury Default,Inj.,4,2,Jimmy,Depace,Sachem  North,SANO,Emerson,Zarat,Bay Shore Sr HS,BSSH,3,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Jimmy Depace,Emerson Zarat
8771,120,Technical Fall,TF,2,17,Emerson,Zarat,Bay Shore Sr HS,BSSH,Matthew,Cracchiola,Ward Melville Sr High,WMSH,3,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Emerson Zarat,Matthew Cracchiola
8772,120,Fall,Fall,0,2,David,Raynor,Riverhead Sr HS,RSH,Arian,Parrondo,Bay Shore Sr HS,BSSH,3,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,David Raynor,Arian Parrondo
8773,120,Major Decision,MD,15,3,Steven,Wilkinson,Connetquot,CONN,Arian,Parrondo,Bay Shore Sr HS,BSSH,3,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Steven Wilkinson,Arian Parrondo
8774,160,Fall,Fall,0,4,Owen,Gaskill,Bay Shore Sr HS,BSSH,Anthony,Liotta,Ward Melville Sr High,WMSH,4,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Owen Gaskill,Anthony Liotta
8775,182,Fall,Fall,2,7,Niko,Ginis,Sachem  North,SANO,Liam,Knapp,Bay Shore Sr HS,BSSH,5,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Niko Ginis,Liam Knapp
8776,182,Fall,Fall,2,0,Scott,Gifford,Connetquot,CONN,Liam,Knapp,Bay Shore Sr HS,BSSH,5,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Scott Gifford,Liam Knapp
8777,285,Bye,Bye,0,0,David,Stewart,Bay Shore Sr HS,BSSH,,,,,6,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,David Stewart,
8778,285,Fall,Fall,2,3,David,Stewart,Bay Shore Sr HS,BSSH,Steven,Lainez Gomez,Walt Whitman HS,WWH,6,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,David Stewart,Steven Lainez Gomez
8779,220,Decision,Dec,4,1,Timothy,Sullivan,Bay Shore Sr HS,BSSH,Riley,Damasco,Commack,COMM,7,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Timothy Sullivan,Riley Damasco
8780,220,Fall,Fall,0,6,Timothy,Sullivan,Bay Shore Sr HS,BSSH,Kevin,Lazar,Sachem  North,SANO,7,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Timothy Sullivan,Kevin Lazar
8781,145,Decision,Dec,3,0,Michael,Barker,Sachem  North,SANO,Alex,Cerda,Bay Shore Sr HS,BSSH,8,1st Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Michael Barker,Alex Cerda
8782,126,Decision,Dec,5,2,Irineo,Rangel De La Luz,Riverhead Sr HS,RSH,Sebastian,Jean-Pierre,Bay Shore Sr HS,BSSH,8,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Irineo Rangel De La Luz,Sebastian Jean-Pierre
8783,132,Bye,Bye,0,0,,,,,Ty,Panariello,Bay Shore Sr HS,BSSH,9,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,,Ty Panariello
8784,132,Decision,Dec,3,9,Matthew,Keegan,Sachem  North,SANO,Ty,Panariello,Bay Shore Sr HS,BSSH,9,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Matthew Keegan,Ty Panariello
8785,132,Disqualified,DQ,7,4,Ty,Panariello,Bay Shore Sr HS,BSSH,Brett,Rosenberg,Commack,COMM,9,Semifinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Ty Panariello,Brett Rosenberg
8786,132,Fall,Fall,2,0,Dalton,Otto,Connetquot,CONN,Ty,Panariello,Bay Shore Sr HS,BSSH,9,1st Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Dalton Otto,Ty Panariello
8787,138,Fall,Fall,0,2,Eamon,Hendry,Commack,COMM,Christefar,Mableton,Bay Shore Sr HS,BSSH,10,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Eamon Hendry,Christefar Mableton
8788,138,Fall,Fall,1,12,Giovanni,Lasala,Connetquot,CONN,Christefar,Mableton,Bay Shore Sr HS,BSSH,10,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Giovanni Lasala,Christefar Mableton
8789,138,Decision,Dec,6,13,Rob,Mankowich,Sachem  North,SANO,Christefar,Mableton,Bay Shore Sr HS,BSSH,10,Semifinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Rob Mankowich,Christefar Mableton
8790,138,Fall,Fall,6,2,Gavin,Damasco,Commack,COMM,Christefar,Mableton,Bay Shore Sr HS,BSSH,10,1st Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Gavin Damasco,Christefar Mableton
8791,138,Fall,Fall,5,0,Gavin,Damasco,Commack,COMM,Williams,Garcia,Bay Shore Sr HS,BSSH,10,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Gavin Damasco,Williams Garcia
8792,145,Fall,Fall,2,0,Alex,Cerda,Bay Shore Sr HS,BSSH,Matt,Cecere,Commack,COMM,11,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Alex Cerda,Matt Cecere
8793,145,Decision,Dec,6,4,Alex,Cerda,Bay Shore Sr HS,BSSH,Kelvin,Sanchez Torres,Walt Whitman HS,WWH,11,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Alex Cerda,Kelvin Sanchez Torres
8794,145,Decision,Dec,2,1,Alex,Cerda,Bay Shore Sr HS,BSSH,Michael,Waxman,Commack,COMM,11,Semifinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Alex Cerda,Michael Waxman
8795,145,Decision,Dec,3,0,Michael,Barker,Sachem  North,SANO,Alex,Cerda,Bay Shore Sr HS,BSSH,11,1st Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Michael Barker,Alex Cerda
8796,145,Fall,Fall,2,0,Andrew,Batista,Riverhead Sr HS,RSH,Reid-Patrick,Ramos,Bay Shore Sr HS,BSSH,11,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Andrew Batista,Reid-Patrick Ramos
8797,152,Bye,Bye,0,0,Keon,Ayala,Bay Shore Sr HS,BSSH,,,,,12,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Keon Ayala,
8798,152,Fall,Fall,6,2,Keon,Ayala,Bay Shore Sr HS,BSSH,Richard,Yopp,Commack,COMM,12,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Keon Ayala,Richard Yopp
8799,152,Technical Fall,TF,15,0,Keon,Ayala,Bay Shore Sr HS,BSSH,Brett,Harvey,Connetquot,CONN,12,Semifinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Keon Ayala,Brett Harvey
8800,152,Decision,Dec,9,7,Keon,Ayala,Bay Shore Sr HS,BSSH,Marino,Mancuso,Commack,COMM,12,1st Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Keon Ayala,Marino Mancuso
8801,170,Technical Fall,TF,15,0,James,Araneo,Ward Melville Sr High,WMSH,Ariel,Parrondo,Bay Shore Sr HS,BSSH,13,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,James Araneo,Ariel Parrondo
8802,170,Fall,Fall,9,3,Carlos,Alfaro Orte,Walt Whitman HS,WWH,Anthony,Degraffe,Bay Shore Sr HS,BSSH,13,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Carlos Alfaro Orte,Anthony Degraffe
8803,220,Fall,Fall,0,0,Kevin,Lazar,Sachem  North,SANO,Timothy,Sullivan,Bay Shore Sr HS,BSSH,14,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Kevin Lazar,Timothy Sullivan
8804,195,Bye,Bye,0,0,,,,,Mason,Taylor,Bay Shore Sr HS,BSSH,14,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,,Mason Taylor
8805,195,Fall,Fall,6,4,John,Darrell,Commack,COMM,Mason,Taylor,Bay Shore Sr HS,BSSH,14,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,John Darrell,Mason Taylor
8806,195,Fall,Fall,2,0,Vincent,Catania,Connetquot,CONN,Jamie,Macewen,Bay Shore Sr HS,BSSH,14,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Vincent Catania,Jamie Macewen
8807,113,Technical Fall,TF,1,16,John,Melendez Sangurima,Walt Whitman HS,WWH,Ethan,Scully,Bay Shore Sr HS,BSSH,15,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,John Melendez Sangurima,Ethan Scully
8808,113,Technical Fall,TF,2,17,Tristan,Stout,Sachem  North,SANO,Ethan,Scully,Bay Shore Sr HS,BSSH,15,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Tristan Stout,Ethan Scully
8809,113,Decision,Dec,6,4,Luke,Dangelo,Commack,COMM,Ethan,Scully,Bay Shore Sr HS,BSSH,15,Semifinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Luke Dangelo,Ethan Scully
8810,113,Decision,Dec,3,9,Vinny,Milito,Sachem  North,SANO,Ethan,Scully,Bay Shore Sr HS,BSSH,15,3rd Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Vinny Milito,Ethan Scully
8811,113,Bye,Bye,0,0,,,,,Brendan,Knapp,Bay Shore Sr HS,BSSH,15,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,,Brendan Knapp
8812,113,Major Decision,MD,10,2,Vincent,Milazzo,Commack,COMM,Brendan,Knapp,Bay Shore Sr HS,BSSH,15,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,379,Vincent Milazzo,Brendan Knapp
8813,99,Bye,Bye,0,0,,,,,Vasili,Ragivanis,Commack,COMM,1,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,,Vasili Ragivanis
8814,99,Major Decision,MD,0,10,Luke,Obert-Thorn,Connetquot,CONN,Vasili,Ragivanis,Commack,COMM,1,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Luke Obert-Thorn,Vasili Ragivanis
8815,99,Major Decision,MD,11,2,Christian,Lievano,Ward Melville Sr High,WMSH,Vasili,Ragivanis,Commack,COMM,1,Semifinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Christian Lievano,Vasili Ragivanis
8816,99,Decision,Dec,4,2,Vasili,Ragivanis,Commack,COMM,Dominic,Repetti,Walt Whitman HS,WWH,1,3rd Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Vasili Ragivanis,Dominic Repetti
8817,99,Fall,Fall,2,0,Christian,Lievano,Ward Melville Sr High,WMSH,Jon,Vidulich,Commack,COMM,1,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Christian Lievano,Jon Vidulich
8818,106,Bye,Bye,0,0,Thomas,Sparling,Commack,COMM,,,,,2,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Thomas Sparling,
8819,106,Fall,Fall,5,2,Thomas,Sparling,Commack,COMM,Xavier,Moore,Riverhead Sr HS,RSH,2,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Thomas Sparling,Xavier Moore
8820,120,Fall,Fall,5,0,Jake,Eckerle,Commack,COMM,Aaron,Metz,Sachem  North,SANO,3,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Jake Eckerle,Aaron Metz
8821,120,Technical Fall,TF,16,0,Jake,Eckerle,Commack,COMM,Paul,Gallagher,Ward Melville Sr High,WMSH,3,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Jake Eckerle,Paul Gallagher
8822,120,Forfeit,For.,0,0,Jake,Eckerle,Commack,COMM,Christian,Paredes,Connetquot,CONN,3,Semifinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Jake Eckerle,Christian Paredes
8823,120,Decision,Dec,7,2,Jake,Eckerle,Commack,COMM,Steven,Wilkinson,Connetquot,CONN,3,1st Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Jake Eckerle,Steven Wilkinson
8824,120,Bye,Bye,0,0,Ryan,Eckerle,Commack,COMM,,,,,3,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Ryan Eckerle,
8825,120,Decision,Dec,0,5,Ryan,Eckerle,Commack,COMM,Christian,Paredes,Connetquot,CONN,3,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Ryan Eckerle,Christian Paredes
8826,160,Fall,Fall,5,0,Jack,Cassidy,Commack,COMM,Nick,Giorgi,Sachem  North,SANO,4,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Jack Cassidy,Nick Giorgi
8827,160,Decision,Dec,8,5,Jack,Cassidy,Commack,COMM,Liam,Villanti,Walt Whitman HS,WWH,4,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Jack Cassidy,Liam Villanti
8828,160,Fall,Fall,6,0,Daniel,Cassera,Ward Melville Sr High,WMSH,Jack,Cassidy,Commack,COMM,4,Semifinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Daniel Cassera,Jack Cassidy
8829,160,Forfeit,For.,0,0,Jack,Cassidy,Commack,COMM,John,Mendes,Sachem  North,SANO,4,3rd Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Jack Cassidy,John Mendes
8830,160,Bye,Bye,0,0,,,,,Kiernan,Hendry,Commack,COMM,4,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,,Kiernan Hendry
8831,160,Decision,Dec,3,2,John,Mendes,Sachem  North,SANO,Kiernan,Hendry,Commack,COMM,4,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,John Mendes,Kiernan Hendry
8832,182,Bye,Bye,0,0,,,,,Evan,Bove,Commack,COMM,5,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,,Evan Bove
8833,182,Fall,Fall,0,2,Katie,Moore,Riverhead Sr HS,RSH,Evan,Bove,Commack,COMM,5,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Katie Moore,Evan Bove
8834,182,Ultimate Tie Breaker,UTB,11,10,Vincent,Engel,Sachem  North,SANO,Evan,Bove,Commack,COMM,5,Semifinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Vincent Engel,Evan Bove
8835,182,Decision,Dec,2,1,Evan,Bove,Commack,COMM,Pedro,Benitez,Walt Whitman HS,WWH,5,3rd Place Match,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Evan Bove,Pedro Benitez
8836,182,Fall,Fall,0,4,Donald,Mckay,Riverhead Sr HS,RSH,Jake,Mckay,Commack,COMM,5,Champ. Round 1,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Donald Mckay,Jake Mckay
8837,182,Decision,Dec,1,6,Jake,Mckay,Commack,COMM,Pedro,Benitez,Walt Whitman HS,WWH,5,Quarterfinals,SECTION 11 D1 LEAGUE 2 QUALIFIER,4998161132,380,Jake Mckay,Pedro Benitez
